id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids
A71	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Completion insertion uses insert text, falling back to label; matches index original graphemes	accepted	a1759b2a	completion;filter	retain_and_verify	Distinct insert/label and Unicode transformed search	completion insert tests	TASK-024
A72	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Menu hover changes cursor only on enabled Move; other pointer phases do not masquerade as hover	accepted	a1759b2a	menu;runtime	retain_and_verify	Phase-by-phase cursor/action counts	menu pointer tests	TASK-023
A73	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §69	Conformance reveals offscreen stable item before identity click or fails; no empty reveal success	accepted	a1759b2a	tui-testing conformance	retain_and_verify	Reorder target out of viewport; click exact key	case12 reveal	TASK-031
A74	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §69	Pressed PartRef styles only actual Grid row/cell/action or ScrollRegion thumb	accepted	a1759b2a	runtime;grid;scroll_region	retain_and_verify	Sibling and whole-container press isolation	pressed-part tests	TASK-010;TASK-014;TASK-022
A75	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §71	Select closed/open glyph roles preserve discriminants, one-cell size and field placement; Set/Clear authoritative	accepted	a1759b2a	select;theme glyphs	compare_new_oracle	No closed-field SELECTED contamination; popup chosen exactly once	Select marker/mono frames	TASK-018
A76	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §62	TextViewport mono selection changes style without geometry shift	accepted	a1759b2a	viewport	compare_new_oracle	All selection endpoints and Unicode cell equality	viewport mono selection	TASK-021
A77	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §70	Viewport exact wrapped prefix caches derived work; append suffix only, warm no index scans	accepted	a1759b2a	viewport	retain_and_verify	Cold/reflow versus append/warm work, saturation and same-length edit	viewport work probes	TASK-021;TASK-067
A78	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §70	Viewport probes caller-owned testing-only counters, no global cross-test contamination	accepted	a1759b2a	viewport testing API	retain_and_verify	Concurrent independent probe assertions	viewport probe tests	TASK-021;TASK-067
A79	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §63	TooSmall owns notice hierarchy and four-line geometry with isolated theme overrides	accepted	a1759b2a	too_small;apps	compare_new_oracle	Tiny states and transition restoration across apps	TooSmall conformance	TASK-027
A80	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15 K1	Form values caller-owned, declaration-order focus, conditional fields, sections and pairs	accepted	7899678d;a1759b2a	form;app adapters	retain_and_verify	All field kinds and real forms across sizes	Form F1-F13	TASK-019
A81	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15 K1	Hidden fields contribute no geometry/focus but retain eligible drafts; removed/shape/sensitivity changes erase stale drafts	accepted_amended	e49de3f8	form	retain_and_verify	Stable Id reorder and dynamic ownership transitions	Form sensitivity tests	TASK-019
A82	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15 K1	Submit commits active edit then visible validation then cross-field validation; first error revealed/focused	accepted_clarified_by_ADJ-12	a1759b2a	form	first_implementation_failfast_incomplete_against_total_validation_contract	ADJ-12: commit active edit once; validate every visible field exactly once in declaration order and store all field errors through existing sensitivity-safe storage; cross-validation only if all per-field checks pass; reveal/focus/emit Invalid only for first failure; preserve oracle TablePro simultaneous name/port errors	Exact callback and all-error-state logs; first/middle/last invalid; hidden skip; cross gating; two-invalid-field oracle frames	TASK-019
A83	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §24 M3	Form options/value borrowed in one mutable access; standalone choices retain borrowed generic phase data	accepted_amended	7899678d	form;field_control;choice	retain_and_verify	No option copy and phase agreement; compile borrow cases	FormData examples	TASK-018;TASK-019
A84	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Inherited/configured disabled combine before value borrow; TextTarget sealed for String/Secret	accepted	a1759b2a	form;fields	retain_and_verify	Dynamic disable, secret editing without Clone	form bridges	TASK-016;TASK-019
A85	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15,§25	Secret no Clone/Eq/Serialize and redacted Debug/display; synthetic mask never leaks content	accepted	7899678d;e49de3f8;c936d51f	secret;fields;apps	retain_and_verify	Leak sentinels across values/errors/capture/log/cancel	secret compile-fail;security tests	TASK-016;TASK-019
A86	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15,§25	Owner clears secrets on close/cancel with best-effort safe-Rust zeroization; no guaranteed-erasure claim	accepted_amended	7899678d	secret;form;apps	retain_and_verify	Ownership clearing and no exposed copies	secret lifecycle tests	TASK-016;TASK-019;TASK-043;TASK-052
A87	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §15	Editing begin/commit/cancel/blur/validation uses one shared lifecycle across text controls	accepted	a1759b2a	input;textarea;code;grid	compare_new_oracle	Every input/paste/key/mouse Unicode sequence and draft policy	editing matrix	TASK-016;TASK-025
A88	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md Appendix B,§22	Public junie-tui facade; apps unpublished separate lib/bin packages; no reverse domain dependencies	accepted_amended	77847196;4e84b744	Cargo;lib;apps	retain_and_verify	External imports and isolated dependency builds	workspace metadata;boundary	TASK-065;TASK-068
A89	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22,§25 later 4e84b744;amendment=4e84b744	Backend-free input vocabulary and core/testing builds without terminal feature unification	accepted_later_supersession	4e84b744	event;Cargo;runtime session	retain_and_verify	Isolated no-default-feature consumers exclude backend requirement	backend-free fixtures	TASK-009;TASK-068
A90	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §24	Curated foreign-type reexports; own Span/Size names; raw foreign text qualified in author::raw	accepted	7899678d	lib;author	retain_and_verify	Rustdoc public graph and genuinely external author	reexport gate;examples	TASK-068
A91	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §24,§27,§71	ASCII border opt-in retained; whole GlyphSet ASCII conversion remains separate obligation	partly_implemented_deferred	7899678d;bb92a657	theme glyphs	disposition_needed	Inventory exact supported glyph coverage; never claim whole-frame ASCII from borders	ASCII border/glyph matrix	TASK-011
A92	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	Rust 2024 / MSRV 1.88, no unsafe library/apps, no deprecated API or material stubs	accepted	18afddd2;multiple corrections	workspace	retain_and_verify	Actual MSRV/stable all-target/all-feature lint/build/docs	CI gates	TASK-068;TASK-069
A93	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	No umbrella Ratatui/widgets/macros or direct backend dependency misuse; feature/version graph checked	accepted_amended	4e84b744	Cargo;xtask	retain_and_verify	All dependency paths, duplicate Unicode versions, no vacuous pruning	metadata graph;boundary	TASK-065;TASK-068;TASK-072
A94	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	Semver check deferred until v0.1.0 baseline; blocking from v0.1.1	accepted_deferred_version_gate	none required mid-refactor	release/API tooling	record_future_gate	Do not claim semver gate exists or use it to preserve old API	versioned release policy	TASK-068
A95	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22,§25	Terminal lifecycle restores modes in reverse with chained panic hook and idempotent leave	accepted	18afddd2	runtime/session	retain_and_verify	Partial startup, normal exit, panic, error and suspension	owned PTY lifecycle	TASK-009
A96	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	Exhaustive mouse normalization/modifiers/horizontal wheel; drop key release and avoid keyboard enhancements	accepted	7899678d	event;session	retain_and_verify	Normalized input corpus and actual binary behavior	event tests;PTY inputs	TASK-009
A97	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54 later timing	Exactly one Bootstrap; first timer pass Tick then Settle; monotonic deadlines persist and input does not advance elapsed time	accepted_amended	8f7e1c92;934c92dc	runtime;apps clocks	retain_and_verify	2199/2200 ms and input-flood invariance; no unsolicited ticks	elapsed_contract;runtime scheduler	TASK-009;TASK-010
A98	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54	Jackin chooses product simulation delta; paused motion freezes; no generic token clock substitution	accepted	444a8f4;934c92dc	Jackin clock/world	compare_new_oracle	33/80/200-ms route policy and elapsed behavior	Jackin timing fixtures	TASK-051;TASK-054;TASK-055
A99	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54	Status projection pure and dynamic text in app-owned fixed buffers; no duplicated mutable Jx cache	accepted	444a8f4	Jackin screens/status	retain_and_verify	Current facts/tones/priorities/action keys after inactive updates	status tests;allocations	TASK-028;TASK-051
A100	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54	Manager/Accounts inactive message fanout remains inherent app methods, not extra universal Screen hook	accepted	444a8f4	Jackin dispatch	retain_and_verify	Refresh completion after route switch	inactive fanout journey	TASK-051;TASK-053
A101	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54	dim_layer zero identity; ordered semantic fade then erase; role collisions cannot drive generic reverse lookup	accepted	a1759b2a;later paint lineage	ui dim;Jackin rain	compare_new_oracle	All roles/color levels and preserved footer/handoff	dimming properties;frames	TASK-011;TASK-017
A102	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md later runtime docs;amendments=2caff455,577bf533	Registry/geometry published only after successful output; restored focus validated against publication	accepted_later_amendment	2caff455;577bf533	runtime	retain_and_verify	Failed output/stale hit and queued input after route/resize	publication tests	TASK-010
A103	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md later runtime docs;amendments=b1c8c447,934c92dc	Typing and cursor ownership explicit; declared caret offers resolved conditionally	accepted_later_amendment	b1c8c447;2f139259	runtime;fields	retain_and_verify	Focus/editor/caret visibility under overlays and first input	typing/cursor tests	TASK-010
A104	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §74	--color ceiling applied once in runner; TERM=dumb/NO_COLOR/redirected output respected	accepted	22cf4b98 and later CLI work	runtime/session;CLI	compare_new_oracle	Full 4x4 levels and fresh-process environment matrix	color CLI tests	TASK-009
A105	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md ScrollRegion appendix;amendment=da4b1364	Hidden scrollbar retains wheel/reveal, full content area, no bar paint/hit and releases drag capture	accepted_later_amendment	da4b1364	scroll_region;nav_list	retain_and_verify	Hide mid-drag and pointer-to-hidden-part refusal	scrollbar_visible tests	TASK-014
A106	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16	Named test identities and every public component conformance registration cannot disappear or pass zero matches	accepted	7433a2c0;later inventory	xtask;testing	audit_and_complete	Fail on missing roots/subjects/identities/stale allowances	inventory and red mutation tests	TASK-031;TASK-066;TASK-071
A107	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§39,§64	Conformance semantic states reached through actual props/data/actions; force only runtime states	accepted_amended	a1759b2a	conformance	audit_and_complete	No tests guarded to hide production failures; real edit/selection	capability sweep	TASK-031;TASK-073
A108	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§37,§48	Architecture checks parse relevant whole source and fail on missing subject or malformed input	accepted	7433a2c0;da92e48	xtask	gate_strength_gap	Mask literals correctly; adversarial no-op/copy/unreachable cases	scanner mutation probes	TASK-065;TASK-068;TASK-072
A109	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§42,§48	Doc-check covers required names, signatures and executable examples including migration/alternatives obligations	accepted_incomplete	multiple doc-check commits	xtask;architecture docs	remaining_work	Close §§18-20 hole and weak name-only success; external compile proof	rustdoc-json;doc-check mutations	TASK-068;TASK-072
A110	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§47	Every Showcase page owns real update/draw roots; unreachable API name calls do not prove migration	accepted	37f9031e;1378c31b	Showcase;xtask	gate_strength_gap	Reject painted-over Grid and scanner-only facade invocation	anti-copy gate;page production journeys	TASK-032;TASK-065;TASK-072
A111	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§74	Capture matrix covers declared app/size/theme/color cells and fails missing/stale/empty/failed artifacts	accepted_expanded_by_goal	cae32f88;321f202e	capture tooling	new_oracle_contract_needed	Four apps plus meaningful states; startup cells insufficient	matrix inventory;canonical equality	TASK-069;TASK-070
A112	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§74	Explicit binary/argv and source/tool/environment/font/size hashes bind captures transactionally	accepted	557331b6;later capture lineage	tools;xtask	retain_and_strengthen_proof	Separate oracle/candidate; no stale mixed outputs; actual executable identity	capture provenance gates	TASK-069;TASK-070
A113	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§36,§49	Frozen historical evidence never edited/replaced/renamed/deleted to pass a mismatch	accepted	eeee5046;f2860496	baselines;bless guard	retain_and_verify	Real comparison base; no self-diff or broad waiver	bless-guard negative tests	TASK-008;TASK-069
A114	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §75	Exactly 998 absent historical HTML/PNG outputs may be installed only against reviewed immutable manifest	accepted_narrow_historical_exception	2ebe74c5	historical render tooling	historical_only	No existing blob qualifies; exception never authorizes oracle/candidate approval	historical additions tests	TASK-008;TASK-069
A115	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §74	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval	accepted	e94c1443;earlier app tests	apps/tests baselines	retain_and_reconcile	Current oracle expected cells; retain old archive disposition	baseline lineage checks	TASK-008;TASK-066;TASK-067
A116	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§20.9	Style resolution frame share Showcase lists <=5%; retain measured actual workload	accepted_unfinished	no completed gate established	Showcase perf;theme	remaining_work	Replace deferred foundation stand-in with real app measurement	style_resolve_share_of_frame_showcase_lists_120x40	TASK-067
A117	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§20.9	Warm normal app frame allocation budgets remain: lists<20, grid<100, manager<60, capsule<200, editor<40, form<40	accepted	07cb2c9f;main perf migrations	app performance	retain_and_verify	Exact old-to-new workload mapping and deterministic allocation proof	release perf one thread	TASK-067
A118	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§20.9	Grid load 500x12 <8000 allocations; render <100 and bounded hit count	accepted	main perf migrations	grid;TablePro	retain_and_verify	Measure actual 500x12 production result model	grid workload perf	TASK-060;TASK-067
A119	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§25	Zero-allocation cursor/navigation/wheel/focus/mouse/style paths and no full-document work on warm events	accepted	7899678d;a1759b2a	runtime;components	retain_and_verify	Counter-based work plus allocation/bytes assertions	core/perf suites	TASK-067
A120	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §25,§27	Row ellipsis 10k zero allocations; ZWJ storage separate bound <=80 for 80 columns	accepted_amended	7899678d;bb92a657	text;rowui	retain_and_verify	No arbitrary <=8 allowance or skipped Unicode workload	grapheme perf	TASK-013;TASK-067
A121	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §27.4(b):6293-6303	Empty intent drain zero probes/alloc; historical two-intent wording superseded by one-intent differential	accepted_amended	7899678d;bb92a657	runtime intent queue	retain_and_verify	Exactly one intent and one update pass: probes(500)-probes(20)==480; empty probes0; both paths allocations0; construction-cumulative counter preserved; normalized (ns500*20)/(ns20*500)<=1.25 under PERF_STRICT; raw ratio reported only; reject absolute500 and modulo480	intents drain perf exact amended workload and differential	TASK-010;TASK-067
A122	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §53,§66	Tree render/count-independent work and toggle subtree bounds; isolate collection benchmark binary	accepted	a1759b2a	tree;perf_collections	retain_and_verify	100k render/flatten and 10k toggle names retained	tree perf counters	TASK-020;TASK-067
A123	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §69	Picker 100k borrowed non-Clone/non-Display render: 19 visible rows/38 calls, zero bytes; strict ratio<=1.5	accepted	a1759b2a	picker;perf	retain_and_verify	Warm 1k versus100k equivalent viewport	picker_100k_borrowed_domain_render	TASK-024;TASK-067
A124	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §70	Viewport warm 100k zero index visits/allocs and bounded bytes; dirty append measured separately	accepted	a1759b2a	viewport;perf	retain_and_verify	1k/100k/cold/reflow/append distinct instruments	viewport perf/probes	TASK-021;TASK-067
A125	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §70	Form real Runtime Tick+draw zero allocations/bytes; style downgrade ceiling 1079 allocations	accepted	a1759b2a	form;theme perf	retain_and_verify	Preserve workload binary isolation and exact assertions	frame_form_update_draw;style_downgrade_theme_all_levels	TASK-011;TASK-019;TASK-067
A126	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§66	Performance one allocator/process, isolated subject binaries, serial release; thresholds never reset to pass	accepted	a1759b2a	performance harness	gate_validity_review	Remove tautological gates, preserve actual measured allocation delta	perf mutation;release gates	TASK-067
A127	GOAL.md	efada044:GOAL.md;7b27732a8c3c131760ec3438f641cb3c11343a42:GOAL.md	Restore historical composition rather than redesign product during facade migration	accepted_updated_oracle	f98c375d;PR1	four apps	remaining_work	Exact 02f5294b behavior across all apps/components	oracle parity matrices	TASK-032;TASK-039;TASK-040;TASK-050;TASK-051;TASK-057;TASK-058;TASK-064
A128	REFACTORING_STATE.md	b9bfd758;1f2ea256;7b27732a8c3c131760ec3438f641cb3c11343a42:REFACTORING_STATE.md:2230-2283	Old parity_contract 60 exact/379 mismatch/60 runfail remains unresolved evidence	accepted_historical_fact	b9bfd758;1f2ea256	parity replay;TablePro focus	explicit_disposition_needed	Retain old evidence; create correct current oracle contract without silent waiver	old archive versus new contract ledger	TASK-008;TASK-066;TASK-069
A129	GOAL2.md;docs/audit/consolidation/disposition-ledger.md	db5c41a6:GOAL2.md;7b27732a8c3c131760ec3438f641cb3c11343a42:docs/audit/consolidation/disposition-ledger.md:166-167,175,254-255,259,468,476-477	Rejected stale item-row, manager, Grid/progress patches do not waive their underlying capabilities	accepted_disposition	569167ee;378d51c9	apps;rowui	remaining_work_by_matrix	Reimplement accepted behavior with current API and oracle evidence	component/app task ownership	TASK-015;TASK-034;TASK-051
A130	REFACTORING_GOAL.md	e48137f1:REFACTORING_GOAL.md:§§27-30;efada044;d4715f8e	Independent API/visual/interaction/perf review and all quality gates on exact integrated commit	accepted	no full completion established	whole workspace	final_gate_required	Do not infer completion from old signed commits/review summaries	fresh five-perspective review;merged verification	TASK-069
F01	IMPROVEMENTS_PLAN.md;docs/improvements/f01-modal-first-paste-routing.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Modal owner receives/consumes paste before hidden editors	deferred_not_selected_oracle_preserved	not established	TablePro modal paste	historical_proposal_not_current_product_gate	Deferred proposal, not selected by immutable-oracle parity. Preserve oracle02f5294b TablePro app.rs237-254 Picker paste fallthrough; do not impose exhaustive modal-first ownership or apply this TablePro proposal to Holla. Any later change requires explicit authority	Source-qualified disposition against exact current oracle; no proposed-behavior PASS claim	TASK-017;TASK-023
F02	IMPROVEMENTS_PLAN.md;docs/improvements/f02-picker-action-eligibility-and-destructive-target-identity.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	One eligible-item resolver and stable destructive target mapping	current_holla_done_later_tablepro_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Picker action and tab-close identity	current_main_mapping_required	No empty/disabled/loading/stale fallback target; preserve filter reset policy	Picker action and tab-close identity	TASK-020;TASK-043;TASK-046
F03	IMPROVEMENTS_PLAN.md;docs/improvements/f03-atomic-listbox-mutation.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Collection mutation atomically reconciles items/checks/cursor/chosen/range anchor/scroll	later_open	not established	List and Settings identity	current_main_mapping_required	Actual Settings delete then Shift+Up plus insert/delete endpoint properties	List and Settings identity	TASK-020
F04	IMPROVEMENTS_PLAN.md;docs/improvements/f04-reconcile-datagrid-read-only-transitions-before-mutation.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Recheck grid/column eligibility at every edit mutation and commit boundary	deferred_not_selected_oracle_preserved	not established	Grid dynamic read-only	historical_proposal_not_current_product_gate	Deferred proposal, not selected by immutable-oracle parity. Archive legacy direct DataGrid defect evidence at oracle02f5294b grid.rs542,593-619,1417-1424; do not restore unchecked mutation in modern Grid APIs. Retain accepted main entry-point/readonly guards. TablePro editable assignments tabs.rs395/2069 initialize new grids; no app mid-edit permission transition established. Any app compatibility exception requires an actual source-qualified reachable trajectory	Source-qualified disposition against exact current oracle; no proposed-behavior PASS claim	TASK-022;TASK-060
F05	IMPROVEMENTS_PLAN.md;docs/improvements/f05-preserve-treeview-target-across-lazy-insertion.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Tree cursor/chosen target stable through lazy insertion	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Tree identity	current_main_mapping_required	Reorder/insertion cannot silently retarget Holla resources	Tree identity	TASK-020;TASK-059
F06	IMPROVEMENTS_PLAN.md;docs/improvements/f06-preserve-datagrid-cursor-identity-through-local-sort.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Grid display sort preserves logical cursor/edit/selection identity	later_open	not established	Grid sort identity	current_main_mapping_required	Sort changes order without retargeting row state	Grid sort identity	TASK-022;TASK-060
F07	IMPROVEMENTS_PLAN.md;docs/improvements/f07-checked-row-schema-ingestion.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Checked schema/row ingestion handles ragged or invalid data consistently	later_open	not established	Grid ingestion	current_main_mapping_required	No panic or invalid cell dispatch on malformed input	Grid ingestion	TASK-022;TASK-060
F08a	IMPROVEMENTS_PLAN.md;docs/improvements/f08a-between-upper-value-paste.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Between filter upper field owns its own paste	deferred_not_selected_oracle_preserved	not established	TablePro filter paste	historical_proposal_not_current_product_gate	Deferred proposal, not selected by immutable-oracle parity. Preserve oracle02f5294b TablePro app.rs237-246: Filter paste edits lower value only when editing, otherwise consumes; upper-value paste leaves upper unchanged. Do not route to value2 as an unsolicited fix; exact owner/state/frame proof required	Source-qualified deferred disposition and actual upper-edit paste unchanged trajectory; no proposed-behavior PASS claim	TASK-060
