id	fixture	sizes	actions	checkpoints	oracle_source	existing_evidence	component_dependencies	status
HO-HP07	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp07_task_adapters_keep_exact_names_caps_and_diagnostics); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:761	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP08	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp08_cargo_results_are_exit_codes_and_clean_lands_its_effect); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:876	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP09	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp09_docker_and_compose_outcomes_land_in_the_world_and_fail_where_the_daemon_does); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:965	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP10	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp10_brew_services_verbs_are_exact_capped_and_fail_with_brew_s_reason); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1165	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP11	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp11_gradle_wrapper_daemon_and_recursive_cleanup_are_bounded_and_truthful); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1266	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP12	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp12_intellij_cleanup_finds_metadata_case_insensitively_and_logs_a_failed_log_write); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1345	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP13	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp13_upgrade_managers_run_exact_stages_and_the_plan_branches); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1409	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP14	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp14_output_streams_are_exact_and_retention_drops_are_stated); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1511	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP15	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp15_prompts_take_exact_input_and_cancellation_escalates_truthfully); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1590	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP17	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp17_custom_actions_are_exact_argv_reviewed_by_digest_and_never_run_unsaved); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1731	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP18	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp18_disk_scan_streams_measures_exactly_and_keeps_cached_hints_as_hints); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1859	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP19	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp19_tree_navigation_sorting_folding_selection_and_top_files); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:1996	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP20	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp20_insight_categories_sizes_eligibility_and_guards_are_truthful); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:2103	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP21	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp21_deletion_is_authorized_validated_at_commit_and_never_falls_back); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:2209	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP22	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp22_reports_ownership_outcomes_and_the_operation_log_are_exact); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:2383	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP22-QUIT	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp22_quit_waits_for_a_running_cleanup_and_its_report_lands_first); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:2467	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-HP23	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_parity.rs::hp23_platform_capabilities_are_stated_and_never_faked); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_parity.rs:2528	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-01	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::docker_cleanup_takes_two_gates_and_revalidates_before_executing); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:24	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-02	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::finished_runs_change_the_world_they_claimed_to); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:126	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-03	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:177	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-04	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::activities_survive_navigation_and_merged_logs_keep_identity); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:246	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-05	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::nested_child_trusts_then_runs_in_the_child_directory); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:310	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-06	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::scope_axis_and_tokens_narrow_and_widen); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:365	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-07	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::disk_cleanup_selects_by_freshness_and_gates_on_the_path); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:388	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-08	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::quitting_a_remote_host_with_work_running_names_the_box); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:462	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-09	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::remote_host_is_unmistakable_and_binds_the_phrase_to_the_host); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:478	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-10	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::alternatives_pin_alias_hide_and_why); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping; separately expand holla-branch-corrections.md::HO-ROUTE-10 branches alias-transfer-exact, alias-case-sensitive-ownership and ranking-reset-all-paths	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded; exact alias ownership transfer and case distinction; reset removes all item usage/query/hidden records but retains pins/aliases and unrelated sentinels	src/bin/holla/app_tests_flows.rs:519; src/bin/holla/app.rs:1103,2705,2863,2891; src/bin/holla/domain/stack.rs:708,736	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-11	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::launch_failure_keeps_output_and_offers_follow_ups); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:576	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-12	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::hard_cases_stay_legible_and_report_failed_discovery); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:601	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-13	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::menu_bar_help_and_about); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:628	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-14	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::narrow_root_uses_a_summary_line_and_a_preview_drawer); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:657	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-15	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::esc_ladder_and_quit_rules); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:685	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-16	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::mouse_selects_runs_and_opens_alternatives); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:730	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-17	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_flows.rs::every_scenario_is_deterministic_at_a_frame); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_flows.rs:750	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-18	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::l07_built_in_find_browse_disk_and_cleanup_routes_survive_an_empty_toolset); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:59	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-19	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::l16_l19_navigation_keys_land_on_rows_and_the_focused_preview_scrolls); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:85	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-20	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::i_f10_i_f12_file_actions_reveal_through_open_r_and_analyze_the_folder); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:142	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-21	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::i_b14_context_markers_and_recommendations_are_preview_only); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:186	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-22	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::op03_op11_op12_current_repository_status_fetch_prune_and_gc_are_exact); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:209	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-23	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::op07_op08_sibling_push_and_status_batches_name_every_repository); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:227	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-24	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::op34_op41_compose_logs_and_brew_start_carry_the_legacy_argv); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:251	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-25	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::op54_op56_op57_standalone_upgrade_rows_are_exact); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:271	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-26	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::e33_e39_input_mode_returns_on_esc_ends_with_the_program_and_a_kill_reports_reaping); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:297	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-27	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::e20_unreviewed_project_actions_are_labelled_before_trust); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:350	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
HO-ROUTE-28	exact pinned test fixture	80x24,100x30,120x40,160x50	ROUTE(src/bin/holla/app_tests_rows.rs::ld002_ld003_the_overview_lists_home_folders_first_and_a_custom_path_is_validated); run the unchanged source-native seed at its original dimensions; separately materialize four-size oracle transcripts under holla-route-expansion.md with complete assertion/coordinate mapping	all reached original assertions pass in the unchanged native seed; resized assertions/coordinates follow the protected source-qualified map; full checkpoints after every input draw and tick batch; fixture mutations recorded	src/bin/holla/app_tests_rows.rs:360	measured test included in 143-pass binary suite; full-cell baseline still required	route-specific; see holla.md surface matrix	planned-baseline; main migrated subset differs; full oracle replay required
