scenario_id	previous_primary	primary_owner	complete_reached_surface_or_domain	primary_source_evidence	closure_reason	retained_assertion_rule
HO-ROUTE-20	TASK-042	TASK-045	File Reveal creates and settles Activity, then Analyze assets opens nested Disk Usage; exact folder identity must survive.	src/bin/holla/app_tests_rows.rs:142	File Reveal creates and settles Activity, then Analyze assets opens nested Disk Usage; exact folder identity must survive.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-21	TASK-042	TASK-042	Files/browser/preview/Jump	src/bin/holla/app_tests_rows.rs:186	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-042. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-22	TASK-047	TASK-047	Git/native/Cargo/Gradle/IDEA finite outcomes	src/bin/holla/app_tests_rows.rs:209	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-047. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-23	TASK-047	TASK-047	Git/native/Cargo/Gradle/IDEA finite outcomes	src/bin/holla/app_tests_rows.rs:227	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-047. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-24	TASK-048	TASK-048	Docker/Compose/Brew/PG/SSH plus concrete port/process/system snapshots	src/bin/holla/app_tests_rows.rs:251	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-048. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-25	TASK-049	TASK-049	Custom config/upgrade outcomes and complete snapshot/action enumeration	src/bin/holla/app_tests_rows.rs:271	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-049. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-26	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app_tests_rows.rs:297	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-27	TASK-043	TASK-043	Arguments/trust/review/gates	src/bin/holla/app_tests_rows.rs:350	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-043. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-28	TASK-045	TASK-045	Disk/tree/Spotlight/insight categories	src/bin/holla/app_tests_rows.rs:360	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-045. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-29	TASK-045	TASK-045	Disk/tree/Spotlight/insight categories	src/bin/holla/app_tests_rows.rs:432	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-045. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-30	TASK-046	TASK-046	Cleanup target validation/effects/reports/history	src/bin/holla/app_tests_rows.rs:616	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-046. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-31	TASK-043	TASK-043	Arguments/trust/review/gates	src/bin/holla/app_tests_rows.rs:665	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-043. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-32	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app_tests_rows.rs:703	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-33	TASK-041	TASK-045	Actual source is cleanup category cursor/fade at app_tests_rows::the_cursor_row_of_a_scrolled_list_is_never_faded, not Finder.	src/bin/holla/app_tests_rows.rs:734	Actual source is cleanup category cursor/fade at app_tests_rows::the_cursor_row_of_a_scrolled_list_is_never_faded, not Finder.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-34	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	src/bin/holla/app_tests_proofs.rs:288	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-35	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	src/bin/holla/app_tests_proofs.rs:428	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-36	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	src/bin/holla/app_tests_proofs.rs:471	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-37	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	src/bin/holla/app_tests_proofs.rs:537	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-38	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app_tests_proofs.rs:593	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-39	TASK-045	TASK-045	Disk/tree/Spotlight/insight categories	src/bin/holla/app_tests_proofs.rs:675	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-045. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-40	TASK-043	TASK-043	Arguments/trust/review/gates	src/bin/holla/app_tests_proofs.rs:731	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-043. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-41	TASK-041	TASK-044	Activities picker Ctrl/Shift Enter chooses an Activity tab before Finder Alt+Enter; Activity composition is044.	src/bin/holla/app_tests_proofs.rs:757	Activities picker Ctrl/Shift Enter chooses an Activity tab before Finder Alt+Enter; Activity composition is044.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ROUTE-42	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app_tests_proofs.rs:786	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-SHELL	TASK-050	TASK-041	Tab/BackTab/Alt+9/Escape traverse first-use shell and Finder focus; no provider invocation.	src/bin/holla/app.rs:507	Tab/BackTab/Alt+9/Escape traverse first-use shell and Finder focus; no provider invocation.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-MENUS	TASK-049	TASK-049	Custom config/upgrade outcomes and complete snapshot/action enumeration	src/bin/holla/app.rs:659	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-049. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-QUIT	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app_tests_flows.rs:685	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-CLOSE	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app.rs:507; app.rs::go	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-FINDER-EMPTY	TASK-041	TASK-041	Finder/query/discovery/static catalog/usage	src/bin/holla/screens/finder.rs:1120	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-041. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-FINDER-EDIT	TASK-041	TASK-041	Finder/query/discovery/static catalog/usage	src/bin/holla/screens/finder.rs:1147; app_tests_parity.rs:200	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-041. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-FINDER-SWEEP	TASK-041	TASK-049	Finder SWEEP activates actual Explore cells and DoubleClick item actions (finder::on_click/on_double_click); complete hard-cases catalog route/action targets require the complete finite outcome set through049.	src/bin/holla/screens/finder.rs:1427; app_tests_rows.rs:734	Finder SWEEP activates actual Explore cells and DoubleClick item actions (finder::on_click/on_double_click); complete hard-cases catalog route/action targets require the complete finite outcome set through049.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-PICKER	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app.rs:1008,1181	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ACTIVITIES	TASK-044	TASK-047	Whole ActivitiesMulti SWEEP reaches act-3 follow-up Review 4 modified files; activity::follow_up dispatches git.review Snapshot, whose concrete producer is047. Native HO-ROUTE-04 alone never activates that follow-up and remains044.	src/bin/holla/domain/fixtures.rs:2435;screens/activity.rs:264;app_tests_flows.rs:246	Whole ActivitiesMulti SWEEP reaches act-3 follow-up Review 4 modified files; activity::follow_up dispatches git.review Snapshot, whose concrete producer is047. Native HO-ROUTE-04 alone never activates that follow-up and remains044.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-FILES-ACTIONS	TASK-042	TASK-045	HP03 plus every file-action menu hit; Open/Reveal reach Activity044 and Analyze disk usage reaches Disk045.	src/bin/holla/screens/files.rs:462	HP03 plus every file-action menu hit; Open/Reveal reach Activity044 and Analyze disk usage reaches Disk045.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-BROWSER	TASK-042	TASK-042	Files/browser/preview/Jump	src/bin/holla/screens/files.rs:189,309	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-042. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-JUMP	TASK-042	TASK-042	Files/browser/preview/Jump	src/bin/holla/screens/files.rs:606; app.rs:1247	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-042. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-PREVIEW-SELECT	TASK-042	TASK-042	Files/browser/preview/Jump	src/bin/holla/screens/files.rs:1163,1504	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-042. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-ARGS	TASK-043	TASK-048	Arguments Ctrl+S resolves port5173 Snapshot. Port/process snapshot owner048 must precede complete transcript closure.	src/bin/holla/screens/review.rs:1019; app_tests_rows.rs:665	Arguments Ctrl+S resolves port5173 Snapshot. Port/process snapshot owner048 must precede complete transcript closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-TRUST	TASK-043	TASK-049	Entire HP17 seed includes changed-file refusal, persisted trust, accepted custom action Activity and Wipe argv; custom config/outcome owner049.	src/bin/holla/app_tests_parity.rs:1731	Entire HP17 seed includes changed-file refusal, persisted trust, accepted custom action Activity and Wipe argv; custom config/outcome owner049.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-GATES	TASK-043	TASK-048	Whole Docker cleanup seed crosses Review/gate1/gate2/drift into executing plan and exact Docker final effects;048 owns final provider.	src/bin/holla/app_tests_flows.rs:24; app.rs:1400	Whole Docker cleanup seed crosses Review/gate1/gate2/drift into executing plan and exact Docker final effects;048 owns final provider.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-DOCKER	TASK-048	TASK-048	Docker/Compose/Brew/PG/SSH plus concrete port/process/system snapshots	src/bin/holla/app_tests_flows.rs:24	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-048. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-UPGRADE	TASK-049	TASK-049	Custom config/upgrade outcomes and complete snapshot/action enumeration	src/bin/holla/app_tests_flows.rs:177	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-049. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-REMOTE	TASK-048	TASK-048	Docker/Compose/Brew/PG/SSH plus concrete port/process/system snapshots	src/bin/holla/app_tests_flows.rs:462	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-048. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-PLAN-REVIEW	TASK-043	TASK-043	Arguments/trust/review/gates	src/bin/holla/screens/plan.rs:545	plan::on_key646 and on_click674 send ConfirmPlan; App::confirm_plan2149 opens a review page or Start-plan dialog without executing. Outline double-click toggles optional inclusion. The listed final c stops at confirmation, not acceptance.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-PLAN-EXEC	TASK-044	TASK-049	Whole upgrade seed plus running/failed/done SWEEP requires upgraded manager outcomes and retry branches from049.	src/bin/holla/screens/plan.rs:1052	Whole upgrade seed plus running/failed/done SWEEP requires upgraded manager outcomes and retry branches from049.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-OUTPUT-SCROLL	TASK-044	TASK-047	Imports completeHP14 before output SWEEP; includes the final Git batch branch, not only retained output.	src/bin/holla/app_tests_parity.rs:1511; app_tests_rows.rs:703	Imports completeHP14 before output SWEEP; includes the final Git batch branch, not only retained output.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-OUTPUT-FIND	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/screens/activity.rs:368; app_tests_proofs.rs:786	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-STDIN	TASK-044	TASK-044	Activity/stdin/retention/generic finite executor/first running plan	src/bin/holla/app_tests_parity.rs:1590	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-044. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-DISK-SCAN	TASK-045	TASK-045	Disk/tree/Spotlight/insight categories	src/bin/holla/app_tests_parity.rs:1859	HP18 completes scan/cache/rescan/cancel assertions only. SWEEP is focus/pointer/Home/PageDown/End/wheel/resize, not d or Backspace. disk::on_click1183 toggles selection and on_double_click1230 opens overview Disk rows; no cleanup acceptance target is swept.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-DISK-TREE	TASK-045	TASK-046	Imports allHP19 and sweeps tree/topfiles/facts; includes deletion review046.	src/bin/holla/app_tests_parity.rs:1996	Imports allHP19 and sweeps tree/topfiles/facts; includes deletion review046.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-CLEANUP-MODES	TASK-046	TASK-046	Cleanup target validation/effects/reports/history	src/bin/holla/screens/cleanup.rs:855	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-046. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-CLEANUP-SAFETY	TASK-046	TASK-046	Cleanup target validation/effects/reports/history	src/bin/holla/app_tests_parity.rs:2209	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-046. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-CLEANUP-REPORT	TASK-046	TASK-046	Cleanup target validation/effects/reports/history	src/bin/holla/app_tests_parity.rs:2383,2467	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-046. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-SNAPSHOTS	TASK-049	TASK-049	Custom config/upgrade outcomes and complete snapshot/action enumeration	src/bin/holla/screens/snapshot.rs:121; domain/catalog.rs; app.rs	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-049. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-RESIZE	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	src/bin/holla/app_tests_proofs.rs:471	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-PALETTE	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	src/bin/holla/main.rs:37; tests/holla_pty.rs	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-LIFECYCLE	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	tests/terminal_suspend.rs; tests/holla_pty.rs	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-OVERLAY-PASTE	TASK-043	TASK-043	Arguments/trust/review/gates	src/bin/holla/app.rs:480,1181; app_tests_proofs.rs:731	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-043. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-POINTER-ALL	TASK-050	TASK-050	Whole-app cross-state/lifecycle/size/palette union	src/bin/holla/app.rs:1429; screens/*::on_click/on_press/on_drag/on_wheel	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-050. This original all-state union deliberately remains app closure.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
HO-CLI-PREVIEW	TASK-040	TASK-040	Shell/CLI	src/bin/holla/main.rs:37; docs/improvements/hp16-cli-list-run-and-doctor-contract.md:5	Reviewed complete listed actions, ROUTE body and any SWEEP target handlers; no required surface/domain producer later than TASK-040. Full source assertions and final follow-ups remain required.	native assertions unchanged at source dimensions; per-size full frames/semantic assertions mapped by protected holla-route-expansion contract
